Term,Type,Freq,SuggestedCategoryId,IsBrand(0|1),MultiWord(0|1),Weight(1-10),Notes
hazelnut hazelnut,bigram,25,,0,1,2,
chocolate filled,bigram,25,,0,1,2,
protein raspberry,bigram,25,,0,1,2,
raspberry goji,bigram,25,,0,1,2,
goji white,bigram,25,,0,1,2,
drink peachy,bigram,25,,0,1,2,
keen 4x500ml,bigram,25,,0,1,2,
caramel peanut,bigram,25,,0,1,2,
balm hydro,bigram,25,,0,1,2,
hydro care,bigram,25,,0,1,2,
extra paracetamol,bigram,25,,0,1,2,
relief caplets,bigram,25,,0,1,2,
liquid paracetamol,bigram,25,,0,1,2,
creme custard,bigram,25,,0,1,2,
custard balls,bigram,25,,0,1,2,
italian espresso,bigram,25,,0,1,2,
style coffee,bigram,25,,0,1,2,
bags 8,bigram,25,,0,1,2,
balm strawberry,bigram,25,,0,1,2,
strawberry shine,bigram,25,,0,1,2,
cheese dip,bigram,25,,0,1,2,
charlottes fix,bigram,25,,0,1,2,
fix mylk,bigram,25,,0,1,2,
mylk chocolate,bigram,25,,0,1,2,
bars 4x40g,bigram,25,,0,1,2,
cacao brownie,bigram,25,,0,1,2,
smooshed raspberry,bigram,25,,0,1,2,
raspberry brownie,bigram,25,,0,1,2,
custard filled,bigram,25,,0,1,2,
cabernet sauvignon,bigram,24,,0,1,2,
chewy choc,bigram,24,,0,1,2,
rainbow berry,bigram,24,,0,1,2,
berry berry,bigram,24,,0,1,2,
berry roll,bigram,24,,0,1,2,
kitchen max,bigram,24,,0,1,2,
assorted sensitive,bigram,24,,0,1,2,
sensitive strips,bigram,24,,0,1,2,
twitch grape,bigram,24,,0,1,2,
grape energy,bigram,24,,0,1,2,
balls berry,bigram,24,,0,1,2,
berry cashew,bigram,24,,0,1,2,
cashew cacao,bigram,24,,0,1,2,
crispy milk,bigram,24,,0,1,2,
body lotion,bigram,24,,0,1,2,
balls cacao,bigram,24,,0,1,2,
instant coffee,bigram,23,,0,1,2,
cracker biscuits,bigram,23,,0,1,2,
anti dandruff,bigram,23,,0,1,2,
6 months,bigram,23,,0,1,2,
oven cleaner,bigram,23,,0,1,2,
rice pouch,bigram,23,,0,1,2,
drink bottle,bigram,23,,0,1,2,
drink multipack,bigram,23,,0,1,2,
balm repair,bigram,23,,0,1,2,
protect spf15,bigram,23,,0,1,2,
air freshener,bigram,22,,0,1,2,
dandruff shampoo,bigram,22,,0,1,2,
cola can,bigram,22,,0,1,2,
women s,bigram,22,,0,1,2,
corn chips,bigram,21,,0,1,2,
adult wet,bigram,21,,0,1,2,
stir fry,bigram,21,,0,1,2,
pinot grigio,bigram,21,,0,1,2,
coffee capsules,bigram,21,,0,1,2,
butter chicken,bigram,20,,0,1,2,
sweet chilli,bigram,20,,0,1,2,
no sugar,bigram,20,,0,1,2,
sauvignon 750ml,bigram,20,,0,1,2,
lemon lime,bigram,20,,0,1,2,
deodorant body,bigram,19,,0,1,2,
multipack cans,bigram,19,,0,1,2,
electric toothbrush,bigram,19,,0,1,2,
laundry liquid,bigram,19,,0,1,2,
8 months,bigram,19,,0,1,2,
ale can,bigram,19,,0,1,2,
scotch whisky,bigram,19,,0,1,2,
argan oil,bigram,18,,0,1,2,
deep clean,bigram,18,,0,1,2,
gin 700ml,bigram,18,,0,1,2,
flavoured milk,bigram,18,,0,1,2,
whitening toothpaste,bigram,18,,0,1,2,
fragrance free,bigram,17,,0,1,2,
olive oil,bigram,17,,0,1,2,
pale ale,bigram,17,,0,1,2,
true match,bigram,17,,0,1,2,
dry dog,bigram,17,,0,1,2,
plant based,bigram,17,,0,1,2,
rice cakes,bigram,17,,0,1,2,
high protein,bigram,17,,0,1,2,
wet cat,bigram,17,,0,1,2,
lactose free,bigram,16,,0,1,2,
can 355ml,bigram,16,,0,1,2,
vitamin d,bigram,16,,0,1,2,
men s,bigram,16,,0,1,2,
10 months,bigram,16,,0,1,2,
chewing gum,bigram,16,,0,1,2,
compatible coffee,bigram,16,,0,1,2,
greek yogurt,bigram,16,,0,1,2,
nespresso compatible,bigram,16,,0,1,2,
pouch 4,bigram,16,,0,1,2,
sunscreen spf,bigram,16,,0,1,2,
nv 750ml,bigram,16,,0,1,2,
whisky 700ml,bigram,16,,0,1,2,
chicken curry,bigram,15,,0,1,2,
tomato sauce,bigram,15,,0,1,2,
sweet potato,bigram,15,,0,1,2,
4 months,bigram,15,,0,1,2,
rice crackers,bigram,15,,0,1,2,
grigio 750ml,bigram,15,,0,1,2,
cheddar cheese,bigram,14,,0,1,2,
women deodorant,bigram,14,,0,1,2,
chicken breast,bigram,14,,0,1,2,
low carb,bigram,14,,0,1,2,
laundry capsules,bigram,14,,0,1,2,
greek style,bigram,14,,0,1,2,
dog treats,bigram,14,,0,1,2,
sunscreen lotion,bigram,14,,0,1,2,
serves 2,bigram,14,,0,1,2,
men deodorant,bigram,14,,0,1,2,
iced coffee,bigram,14,,0,1,2,
high strength,bigram,14,,0,1,2,
total active,bigram,13,,0,1,2,
active prevention,bigram,13,,0,1,2,
brown rice,bigram,13,,0,1,2,
375ml 10,bigram,13,,0,1,2,
deo roll,bigram,13,,0,1,2,
honey soy,bigram,13,,0,1,2,
simmer sauce,bigram,13,,0,1,2,
shampoo conditioner,bigram,13,,0,1,2,
protein powder,bigram,13,,0,1,2,
lightly sparkling,bigram,13,,0,1,2,
vita gummies,bigram,13,,0,1,2,
lynx deodorant,bigram,12,,0,1,2,
rspca approved,bigram,12,,0,1,2,
drink can,bigram,12,,0,1,2,
latte coffee,bigram,12,,0,1,2,
clean electric,bigram,12,,0,1,2,
aloe vera,bigram,12,,0,1,2,
salt vinegar,bigram,12,,0,1,2,
match liquid,bigram,12,,0,1,2,
liquid foundation,bigram,12,,0,1,2,
pouch 6,bigram,12,,0,1,2,
olia hair,bigram,12,,0,1,2,
luminous oils,bigram,12,,0,1,2,
free chewing,bigram,12,,0,1,2,
toilet cleaner,bigram,12,,0,1,2,
shapes cracker,bigram,12,,0,1,2,
sparkling water,bigram,12,,0,1,2,
ginger beer,bigram,12,,0,1,2,
naturals body,bigram,12,,0,1,2,
key nutrients,bigram,12,,0,1,2,
permanent hair,bigram,12,,0,1,2,
infusions tea,bigram,12,,0,1,2,
nappy pants,bigram,12,,0,1,2,
sugar soft,bigram,12,,0,1,2,
smooth silky,bigram,12,,0,1,2,
bladder leaks,bigram,12,,0,1,2,
cherry blossom,bigram,11,,0,1,2,
hayfever allergy,bigram,11,,0,1,2,
allergy relief,bigram,11,,0,1,2,
spray 48hr,bigram,11,,0,1,2,
nivea shower,bigram,11,,0,1,2,
ultra thin,bigram,11,,0,1,2,
peri peri,bigram,11,,0,1,2,
1 laundry,bigram,11,,0,1,2,
free range,bigram,11,,0,1,2,
lemonade soft,bigram,11,,0,1,2,
toothbrush replacement,bigram,11,,0,1,2,
liqueur 700ml,bigram,11,,0,1,2,
aerosol deodorant,bigram,11,,0,1,2,
sensitive skin,bigram,11,,0,1,2,
chocolate biscuits,bigram,11,,0,1,2,
adult all,bigram,11,,0,1,2,
deo aero,bigram,11,,0,1,2,
chocolate coated,bigram,11,,0,1,2,
pinot gris,bigram,11,,0,1,2,
cleaner rim,bigram,11,,0,1,2,
rim block,bigram,11,,0,1,2,
yogurt pouch,bigram,11,,0,1,2,
lager can,bigram,11,,0,1,2,
antiperspirant deodorant,bigram,11,,0,1,2,
nothing else,bigram,11,,0,1,2,
else baby,bigram,11,,0,1,2,
sharepack 12,bigram,11,,0,1,2,
country ladle,bigram,11,,0,1,2,
ladle soup,bigram,11,,0,1,2,
dishwashing liquid,bigram,11,,0,1,2,
sunscreen spray,bigram,11,,0,1,2,
breakfast cereal,bigram,11,,0,1,2,
air wick,bigram,10,,0,1,2,
cookie sandwich,bigram,10,,0,1,2,
life botanics,bigram,10,,0,1,2,
oat milk,bigram,10,,0,1,2,
hair skin,bigram,10,,0,1,2,
frozen chicken,bigram,10,,0,1,2,
adult dry,bigram,10,,0,1,2,
fabric conditioner,bigram,10,,0,1,2,
pro v,bigram,10,,0,1,2,
gum care,bigram,10,,0,1,2,
spice mix,bigram,10,,0,1,2,
s multivitamin,bigram,10,,0,1,2,
cream tub,bigram,10,,0,1,2,
fruit drink,bigram,10,,0,1,2,
vanilla bean,bigram,10,,0,1,2,
all breeds,bigram,10,,0,1,2,
bone health,bigram,10,,0,1,2,
tempranillo 750ml,bigram,10,,0,1,2,
gris 750ml,bigram,10,,0,1,2,
chips share,bigram,10,,0,1,2,
biscuits original,bigram,10,,0,1,2,
cheese slices,bigram,10,,0,1,2,
chunky soup,bigram,10,,0,1,2,
deodorant 96hr,bigram,10,,0,1,2,
jelly crystals,bigram,10,,0,1,2,
daily essentials,bigram,10,,0,1,2,
fry sauce,bigram,10,,0,1,2,
cream chives,bigram,10,,0,1,2,
2m usb,bigram,10,,0,1,2,
coffee beans,bigram,10,,0,1,2,
slow cooked,bigram,10,,0,1,2,
cooking sauce,bigram,10,,0,1,2,
single malt,bigram,10,,0,1,2,
orange soft,bigram,10,,0,1,2,
1 anti,bigram,10,,0,1,2,
tanning foam,bigram,9,,0,1,2,
telfast hayfever,bigram,9,,0,1,2,
hot chilli,bigram,9,,0,1,2,
noodle cup,bigram,9,,0,1,2,
creamy chicken,bigram,9,,0,1,2,
cans 6x250ml,bigram,9,,0,1,2,
cans 375ml,bigram,9,,0,1,2,
coconut oil,bigram,9,,0,1,2,
deodorant 72hr,bigram,9,,0,1,2,
72hr advanced,bigram,9,,0,1,2,
advanced aerosol,bigram,9,,0,1,2,
pads regular,bigram,9,,0,1,2,
dental floss,bigram,9,,0,1,2,
chilli sauce,bigram,9,,0,1,2,
96hr clinical,bigram,9,,0,1,2,
salad kit,bigram,9,,0,1,2,
merlot 750ml,bigram,9,,0,1,2,
bb cream,bigram,9,,0,1,2,
hydro boost,bigram,9,,0,1,2,
custard pouch,bigram,9,,0,1,2,
cask 4l,bigram,9,,0,1,2,
c cable,bigram,9,,0,1,2,
room spray,bigram,9,,0,1,2,
thick creamy,bigram,9,,0,1,2,
limited edition,bigram,9,,0,1,2,
protein water,bigram,9,,0,1,2,
frozen dessert,bigram,9,,0,1,2,
green tea,bigram,9,,0,1,2,
english breakfast,bigram,9,,0,1,2,
white choc,bigram,9,,0,1,2,
brewed drink,bigram,9,,0,1,2,
marlborough sauvignon,bigram,9,,0,1,2,
leg ham,bigram,9,,0,1,2,
ultrathin pads,bigram,9,,0,1,2,
always fresh,bigram,8,,0,1,2,
satay chicken,bigram,8,,0,1,2,
bowl 350g,bigram,8,,0,1,2,
self tanning,bigram,8,,0,1,2,
cheese block,bigram,8,,0,1,2,
kalamata olives,bigram,8,,0,1,2,
approved chicken,bigram,8,,0,1,2,
fish oil,bigram,8,,0,1,2,
12 months,bigram,8,,0,1,2,
cones 4,bigram,8,,0,1,2,
cookies cream,bigram,8,,0,1,2,
replacement heads,bigram,8,,0,1,2,
bbq sauce,bigram,8,,0,1,2,
razor blade,bigram,8,,0,1,2,
chocolate sharepack,bigram,8,,0,1,2,
bar choc,bigram,8,,0,1,2,
moisture renewal,bigram,8,,0,1,2,
marvellous creations,bigram,8,,0,1,2,
crinkle cut,bigram,8,,0,1,2,
bio renew,bigram,8,,0,1,2,
coconut milk,bigram,8,,0,1,2,
essential oils,bigram,8,,0,1,2,
clean balanced,bigram,8,,0,1,2,
skin nails,bigram,8,,0,1,2,
shea butter,bigram,8,,0,1,2,
ultiboost magnesium,bigram,8,,0,1,2,
smooth sleek,bigram,8,,0,1,2,
grenache 750ml,bigram,8,,0,1,2,
hommus dip,bigram,8,,0,1,2,
mini rice,bigram,8,,0,1,2,
hyaluronic acid,bigram,8,,0,1,2,
milk drink,bigram,8,,0,1,2,
coconut water,bigram,8,,0,1,2,
ultiboost high,bigram,8,,0,1,2,
strawberry yoghurt,bigram,8,,0,1,2,
vanilla soft,bigram,8,,0,1,2,
insect repellent,bigram,8,,0,1,2,
intensive care,bigram,8,,0,1,2,
72hr antiperspirant,bigram,8,,0,1,2,
cracked pepper,bigram,8,,0,1,2,
drink 10x375ml,bigram,8,,0,1,2,
soup pouch,bigram,8,,0,1,2,
block can,bigram,8,,0,1,2,
size 6,bigram,8,,0,1,2,
brief black,bigram,8,,0,1,2,
1 years,bigram,8,,0,1,2,
soy chicken,bigram,8,,0,1,2,
deodorant 48hr,bigram,8,,0,1,2,
48hr aerosol,bigram,8,,0,1,2,
balsamic vinegar,bigram,8,,0,1,2,
espresso coffee,bigram,8,,0,1,2,
malt scotch,bigram,8,,0,1,2,
spf50 sunscreen,bigram,8,,0,1,2,
dairy free,bigram,8,,0,1,2,
malbec 750ml,bigram,8,,0,1,2,
pouch 8,bigram,8,,0,1,2,
classic soft,bigram,8,,0,1,2,
sparkling cuvee,bigram,8,,0,1,2,
whiskey 700ml,bigram,8,,0,1,2,
bottle 375ml,bigram,8,,0,1,2,
milk 1l,bigram,7,,0,1,2,
wild tides,bigram,7,,0,1,2,
tides tuna,bigram,7,,0,1,2,
antihistamine tablets,bigram,7,,0,1,2,
margarine spread,bigram,7,,0,1,2,
dishwashing tablets,bigram,7,,0,1,2,
stone baked,bigram,7,,0,1,2,
roast chicken,bigram,7,,0,1,2,
food can,bigram,7,,0,1,2,
daily moisture,bigram,7,,0,1,2,
baked beans,bigram,7,,0,1,2,
caramelised onion,bigram,7,,0,1,2,
mixed berry,bigram,7,,0,1,2,
range chicken,bigram,7,,0,1,2,
virgin olive,bigram,7,,0,1,2,
drink cans,bigram,7,,0,1,2,
derma control,bigram,7,,0,1,2,
intense protection,bigram,7,,0,1,2,
sensitive razor,bigram,7,,0,1,2,
petit miam,bigram,7,,0,1,2,
dry gin,bigram,7,,0,1,2,
blend coffee,bigram,7,,0,1,2,
soft toothbrush,bigram,7,,0,1,2,
chocolate bites,bigram,7,,0,1,2,
chicken rice,bigram,7,,0,1,2,
cream cheese,bigram,7,,0,1,2,
lunch box,bigram,7,,0,1,2,
multipack poppers,bigram,7,,0,1,2,
poppers 6x250ml,bigram,7,,0,1,2,
tim tam,bigram,7,,0,1,2,
caramel latte,bigram,7,,0,1,2,
soup creamy,bigram,7,,0,1,2,
purple toning,bigram,7,,0,1,2,
salt reduced,bigram,7,,0,1,2,
health support,bigram,7,,0,1,2,
tissue mask,bigram,7,,0,1,2,
keratin smooth,bigram,7,,0,1,2,
food puree,bigram,7,,0,1,2,
puree pouch,bigram,7,,0,1,2,
cans 10x375ml,bigram,7,,0,1,2,
riesling 750ml,bigram,7,,0,1,2,
hour express,bigram,7,,0,1,2,
sugar cola,bigram,7,,0,1,2,
dairy gluten,bigram,7,,0,1,2,
eye cream,bigram,7,,0,1,2,
lotion spf,bigram,7,,0,1,2,
rice cracker,bigram,7,,0,1,2,
prosecco 750ml,bigram,7,,0,1,2,
multipack mini,bigram,7,,0,1,2,
mini cans,bigram,7,,0,1,2,
kids logo,bigram,7,,0,1,2,
cheese bacon,bigram,7,,0,1,2,
brief size,bigram,7,,0,1,2,
clinical protection,bigram,7,,0,1,2,
sugar can,bigram,7,,0,1,2,
paris true,bigram,7,,0,1,2,
apple cider,bigram,7,,0,1,2,
rum 700ml,bigram,7,,0,1,2,
period underwear,bigram,7,,0,1,2,
moisturising body,bigram,7,,0,1,2,
freshener refill,bigram,7,,0,1,2,
hair food,bigram,7,,0,1,2,
chilli lime,bigram,7,,0,1,2,
extra strength,bigram,7,,0,1,2,
pub size,bigram,7,,0,1,2,
complete care,bigram,7,,0,1,2,
pants size,bigram,7,,0,1,2,
earl grey,bigram,7,,0,1,2,
grey tea,bigram,7,,0,1,2,
recipe bases,bigram,7,,0,1,2,
turkish delight,bigram,7,,0,1,2,
antibacterial hand,bigram,7,,0,1,2,
soft protein,bigram,7,,0,1,2,
classic collection,bigram,7,,0,1,2,
real fit,bigram,7,,0,1,2,
fit incontinence,bigram,7,,0,1,2,
incontinence underwear,bigram,7,,0,1,2,
cask 2l,bigram,7,,0,1,2,
antiperspirant aerosol,bigram,7,,0,1,2,
sunscreen spf50,bigram,7,,0,1,2,
pink gin,bigram,7,,0,1,2,
super dry,bigram,7,,0,1,2,
concentrate liquid,bigram,7,,0,1,2,
messy monkey,bigram,6,,0,1,2,
basmati rice,bigram,6,,0,1,2,
campbell x27,bigram,6,,0,1,2,
s condensed,bigram,6,,0,1,2,
condensed soup,bigram,6,,0,1,2,
super nature,bigram,6,,0,1,2,
wellness bowl,bigram,6,,0,1,2,
pad thai,bigram,6,,0,1,2,
low fat,bigram,6,,0,1,2,
botanics powder,bigram,6,,0,1,2,
mexican style,bigram,6,,0,1,2,
moisture coconut,bigram,6,,0,1,2,
bakery stone,bigram,6,,0,1,2,
daily moisturising,bigram,6,,0,1,2,
life space,bigram,6,,0,1,2,
naturals hand,bigram,6,,0,1,2,
bags 100,bigram,6,,0,1,2,
immune support,bigram,6,,0,1,2,
pouch strawberry,bigram,6,,0,1,2,
medium roast,bigram,6,,0,1,2,
cocoa dark,bigram,6,,0,1,2,
one adult,bigram,6,,0,1,2,
beef stroganoff,bigram,6,,0,1,2,
stain remover,bigram,6,,0,1,2,
red blend,bigram,6,,0,1,2,
blend 750ml,bigram,6,,0,1,2,
beef pie,bigram,6,,0,1,2,
mango yoghurt,bigram,6,,0,1,2,
sauv blanc,bigram,6,,0,1,2,
nothing but,bigram,6,,0,1,2,
sheer pantyhose,bigram,6,,0,1,2,
pantyhose slim,bigram,6,,0,1,2,
lasting finish,bigram,6,,0,1,2,
finish 35h,bigram,6,,0,1,2,
35h foundation,bigram,6,,0,1,2,
vitamin e,bigram,6,,0,1,2,
body bar,bigram,6,,0,1,2,
chicken vegetables,bigram,6,,0,1,2,
super serum,bigram,6,,0,1,2,
kids gummies,bigram,6,,0,1,2,
night cream,bigram,6,,0,1,2,
micellar water,bigram,6,,0,1,2,
cookie dough,bigram,6,,0,1,2,
baby wipes,bigram,6,,0,1,2,
black size,bigram,6,,0,1,2,
microwave popcorn,bigram,6,,0,1,2,
selection cat,bigram,6,,0,1,2,
calcium vitamin,bigram,6,,0,1,2,
logo low,bigram,6,,0,1,2,
low cut,bigram,6,,0,1,2,
size 3,bigram,6,,0,1,2,
aero female,bigram,6,,0,1,2,
lindor milk,bigram,6,,0,1,2,
chocolate bag,bigram,6,,0,1,2,
strawberries cream,bigram,6,,0,1,2,
logo light,bigram,6,,0,1,2,
vegan natural,bigram,6,,0,1,2,
natural deo,bigram,6,,0,1,2,
mini meal,bigram,6,,0,1,2,
invisible black,bigram,6,,0,1,2,
boost hyaluronic,bigram,6,,0,1,2,
razor kit,bigram,6,,0,1,2,
aluminium nespresso,bigram,6,,0,1,2,
honey mustard,bigram,6,,0,1,2,
manuka honey,bigram,6,,0,1,2,
ultivite men,bigram,6,,0,1,2,
bars 4,bigram,6,,0,1,2,
total effects,bigram,6,,0,1,2,
apple juice,bigram,6,,0,1,2,
microsafe easy,bigram,6,,0,1,2,
easy heat,bigram,6,,0,1,2,
6 can,bigram,6,,0,1,2,
lotion moisturiser,bigram,6,,0,1,2,
replacement head,bigram,6,,0,1,2,
potato bake,bigram,6,,0,1,2,
deodorant roll,bigram,6,,0,1,2,
cider bottle,bigram,6,,0,1,2,
natural mineral,bigram,6,,0,1,2,
mascara black,bigram,6,,0,1,2,
s razor,bigram,6,,0,1,2,
freshener room,bigram,6,,0,1,2,
whey protein,bigram,6,,0,1,2,
lotion intensive,bigram,6,,0,1,2,
low sugar,bigram,6,,0,1,2,
seriously good,bigram,6,,0,1,2,
invisible dry,bigram,6,,0,1,2,
nutritious snack,bigram,6,,0,1,2,
spray refill,bigram,6,,0,1,2,
chicken potato,bigram,6,,0,1,2,
pasta bake,bigram,6,,0,1,2,
damaged hair,bigram,6,,0,1,2,
lentil soup,bigram,6,,0,1,2,
cable 1m,bigram,6,,0,1,2,
coffee flavoured,bigram,6,,0,1,2,
apple raspberry,bigram,6,,0,1,2,
ultivite women,bigram,6,,0,1,2,
hair mask,bigram,6,,0,1,2,
mid strength,bigram,6,,0,1,2,
min 50ml,bigram,6,,0,1,2,
sleeved herbs,bigram,6,,0,1,2,
apple fresh,bigram,6,,0,1,2,
pads super,bigram,6,,0,1,2,
powder vanilla,bigram,6,,0,1,2,
nappies size,bigram,6,,0,1,2,
kids sunscreen,bigram,6,,0,1,2,
vegetable soup,bigram,6,,0,1,2,
disposable razors,bigram,6,,0,1,2,
micellar cleansing,bigram,6,,0,1,2,
cleansing water,bigram,6,,0,1,2,
sandwich biscuits,bigram,6,,0,1,2,
reduced fat,bigram,6,,0,1,2,
375ml 6,bigram,6,,0,1,2,
size 12,bigram,6,,0,1,2,
whole body,bigram,6,,0,1,2,
chips multipack,bigram,6,,0,1,2,
fine fragrance,bigram,6,,0,1,2,
snap frozen,bigram,6,,0,1,2,
tonic water,bigram,6,,0,1,2,
high performance,bigram,6,,0,1,2,
performance gummies,bigram,6,,0,1,2,
hard cider,bigram,6,,0,1,2,
deli cuts,bigram,6,,0,1,2,
red label,bigram,6,,0,1,2,
fabric softener,bigram,6,,0,1,2,
full cream,bigram,5,,0,1,2,
cream milk,bigram,5,,0,1,2,
sugar yoghurt,bigram,5,,0,1,2,
yoghurt strawberry,bigram,5,,0,1,2,
salad dressing,bigram,5,,0,1,2,
scented oil,bigram,5,,0,1,2,
eco tools,bigram,5,,0,1,2,
tablets 10,bigram,5,,0,1,2,
beans 400g,bigram,5,,0,1,2,
mayver x27,bigram,5,,0,1,2,
herron nicaway,bigram,5,,0,1,2,
nicaway nicotine,bigram,5,,0,1,2,
nicotine lozenge,bigram,5,,0,1,2,
pane di,bigram,5,,0,1,2,
black 165ml,bigram,5,,0,1,2,
beef jerky,bigram,5,,0,1,2,
baby daily,bigram,5,,0,1,2,
moisturising lotion,bigram,5,,0,1,2,
tea tree,bigram,5,,0,1,2,
sandwich bags,bigram,5,,0,1,2,
lime juice,bigram,5,,0,1,2,
wash milk,bigram,5,,0,1,2,
double choc,bigram,5,,0,1,2,
wash sea,bigram,5,,0,1,2,
chicken noodle,bigram,5,,0,1,2,
gummies vitamin,bigram,5,,0,1,2,
magnesium glycinate,bigram,5,,0,1,2,
freeze dried,bigram,5,,0,1,2,
classic vanilla,bigram,5,,0,1,2,
dry cat,bigram,5,,0,1,2,
three cheese,bigram,5,,0,1,2,
pancake shake,bigram,5,,0,1,2,
smooth sensitive,bigram,5,,0,1,2,
blade refills,bigram,5,,0,1,2,
cake mix,bigram,5,,0,1,2,
vinegar potato,bigram,5,,0,1,2,
ultra gentle,bigram,5,,0,1,2,
colouring pencils,bigram,5,,0,1,2,
sensitive pro,bigram,5,,0,1,2,
pro relief,bigram,5,,0,1,2,
fully loaded,bigram,5,,0,1,2,
original lemon,bigram,5,,0,1,2,
lemon soft,bigram,5,,0,1,2,
cans multipack,bigram,5,,0,1,2,
venus comfortglide,bigram,5,,0,1,2,
men aerosol,bigram,5,,0,1,2,
coffee bag,bigram,5,,0,1,2,
crawling insect,bigram,5,,0,1,2,
unscented liners,bigram,5,,0,1,2,
ultimate laundry,bigram,5,,0,1,2,
garlic stir,bigram,5,,0,1,2,
pizza base,bigram,5,,0,1,2,
cut potato,bigram,5,,0,1,2,
ice tea,bigram,5,,0,1,2,
oil free,bigram,5,,0,1,2,
ale bottle,bigram,5,,0,1,2,
shiraz cabernet,bigram,5,,0,1,2,
cabernet 750ml,bigram,5,,0,1,2,
wall charger,bigram,5,,0,1,2,
2 blade,bigram,5,,0,1,2,
spaghetti bolognese,bigram,5,,0,1,2,
pimple patch,bigram,5,,0,1,2,
sausage roll,bigram,5,,0,1,2,
choc caramel,bigram,5,,0,1,2,
tam chocolate,bigram,5,,0,1,2,
breeds dry,bigram,5,,0,1,2,
tequila 700ml,bigram,5,,0,1,2,
oils macadamia,bigram,5,,0,1,2,
size 10,bigram,5,,0,1,2,
chocolate ice,bigram,5,,0,1,2,
weight loss,bigram,5,,0,1,2,
loss shake,bigram,5,,0,1,2,
womens logo,bigram,5,,0,1,2,
3 8,bigram,5,,0,1,2,
disposables razor,bigram,5,,0,1,2,
professional clean,bigram,5,,0,1,2,
real stock,bigram,5,,0,1,2,
itchy scalp,bigram,5,,0,1,2,
taste collection,bigram,5,,0,1,2,
5 star,bigram,5,,0,1,2,
yoghurt brekkie,bigram,5,,0,1,2,
active toilet,bigram,5,,0,1,2,
pouch vanilla,bigram,5,,0,1,2,
rice pudding,bigram,5,,0,1,2,
cold blended,bigram,5,,0,1,2,
blended paste,bigram,5,,0,1,2,
banana bread,bigram,5,,0,1,2,
chicken simmer,bigram,5,,0,1,2,
hydrabomb tissue,bigram,5,,0,1,2,
milk caramello,bigram,5,,0,1,2,
soda water,bigram,5,,0,1,2,
classic mixers,bigram,5,,0,1,2,
sugar lemonade,bigram,5,,0,1,2,
sugar kids,bigram,5,,0,1,2,
kids yogurt,bigram,5,,0,1,2,
brioche burger,bigram,5,,0,1,2,
sugar added,bigram,5,,0,1,2,
double espresso,bigram,5,,0,1,2,
boxed chocolate,bigram,5,,0,1,2,
meal baby,bigram,5,,0,1,2,
custard 6,bigram,5,,0,1,2,
kit kat,bigram,5,,0,1,2,
organic frozen,bigram,5,,0,1,2,
1 hour,bigram,5,,0,1,2,
ultra dark,bigram,5,,0,1,2,
face day,bigram,5,,0,1,2,
day wear,bigram,5,,0,1,2,
double stuff,bigram,5,,0,1,2,
artisan crackers,bigram,5,,0,1,2,
3 years,bigram,5,,0,1,2,
aero men,bigram,5,,0,1,2,
luminous niacinamide,bigram,5,,0,1,2,
fat free,bigram,5,,0,1,2,
less sugar,bigram,5,,0,1,2,
cable black,bigram,5,,0,1,2,
red box,bigram,5,,0,1,2,
box tray,bigram,5,,0,1,2,
pouch 99,bigram,5,,0,1,2,
99 9,bigram,5,,0,1,2,
dark roast,bigram,5,,0,1,2,
cream anti,bigram,5,,0,1,2,
anti age,bigram,5,,0,1,2,
fried rice,bigram,5,,0,1,2,
boostcharge usb,bigram,5,,0,1,2,
bags 10,bigram,5,,0,1,2,
quarter crew,bigram,5,,0,1,2,
pick up,bigram,5,,0,1,2,
up sticks,bigram,5,,0,1,2,
sensitive clean,bigram,5,,0,1,2,
advanced deodorant,bigram,5,,0,1,2,
tawny 750ml,bigram,5,,0,1,2,
lime bitters,bigram,5,,0,1,2,
50 sunscreen,bigram,5,,0,1,2,
mineral water,bigram,5,,0,1,2,
grain free,bigram,5,,0,1,2,
fried chicken,bigram,5,,0,1,2,
c brightening,bigram,5,,0,1,2,
thinly sliced,bigram,5,,0,1,2,
ultra dry,bigram,5,,0,1,2,
dry nappy,bigram,5,,0,1,2,
chicken mince,bigram,5,,0,1,2,
weed kill,bigram,5,,0,1,2,
peppermint sugar,bigram,5,,0,1,2,
chilli con,bigram,5,,0,1,2,
ultra men,bigram,5,,0,1,2,
water crackers,bigram,5,,0,1,2,
extra large,bigram,5,,0,1,2,
fructis coconut,bigram,5,,0,1,2,
regenerist collagen,bigram,5,,0,1,2,
peptide 24,bigram,5,,0,1,2,
automatic air,bigram,5,,0,1,2,
dry sensitive,bigram,5,,0,1,2,
fructis hair,bigram,5,,0,1,2,
stock pot,bigram,5,,0,1,2,
98 sugar,bigram,5,,0,1,2,
hand cream,bigram,5,,0,1,2,
whisky 1l,bigram,5,,0,1,2,
drink 4x250ml,bigram,5,,0,1,2,
cleaning wipes,bigram,5,,0,1,2,
aerosol free,bigram,5,,0,1,2,
automatic spray,bigram,5,,0,1,2,
italian style,bigram,5,,0,1,2,
lightly dried,bigram,5,,0,1,2,
apple blackcurrant,bigram,5,,0,1,2,
7 months,bigram,5,,0,1,2,
goats milk,bigram,5,,0,1,2,
grain waves,bigram,5,,0,1,2,
style chicken,bigram,5,,0,1,2,
sweet salty,bigram,5,,0,1,2,
cross action,bigram,5,,0,1,2,
cold pressed,bigram,5,,0,1,2,
